sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
麥寮,雲林縣,49,nan,良好,3.8,0.31,56,30.0,82.0,17,9.5,12.0,2.4,4.5,45.0,"2016-11-25 13:00",,0.36,14,53,nan,nan,nan,nan
關山,臺東縣,26,nan,良好,1.2,nan,nan,19.0,19.0,8,4.2,5.4,1.2,2.5,73.0,"2016-11-25 13:00",,nan,8,17,nan,nan,nan,nan
馬公,澎湖縣,36,nan,良好,1.1,0.19,40,35.0,28.0,17,1.9,3.1,1.2,5.6,102.0,"2016-11-25 13:00",,0.18,11,22,nan,nan,nan,nan
金門,金門縣,42,nan,良好,3.3,0.37,28,21.0,36.0,14,10.0,14.0,3.5,3.2,52.0,"2016-11-25 13:00",,0.36,13,34,nan,nan,nan,nan
馬祖,連江縣,69,細懸浮微粒,普通,2.2,0.26,33,29.0,25.0,12,5.9,7.0,1.1,4.7,73.0,"2016-11-25 13:00",,0.33,23,36,nan,nan,nan,nan
埔里,南投縣,59,細懸浮微粒,普通,1.5,0.25,43,20.0,17.0,11,6.7,9.4,2.7,3.0,288.0,"2016-11-25 13:00",,0.39,19,36,nan,nan,nan,nan
復興,高雄市,72,細懸浮微粒,普通,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.3,227.0,"2016-11-25 13:00",,0.58,24,58,nan,nan,nan,nan
永和,新北市,26,nan,良好,1.8,0.44,29,31.0,22.0,6,15.0,22.0,6.9,4.5,91.0,"2016-11-25 13:00",,0.62,3,10,nan,nan,nan,nan
竹山,南投縣,57,細懸浮微粒,普通,2.5,0.28,59,20.0,39.0,22,7.5,8.8,1.3,1.3,214.0,"2016-11-25 13:00",,0.46,18,37,nan,nan,nan,nan
中壢,桃園市,25,nan,良好,1.9,0.79,25,28.0,36.0,5,20.0,34.0,14.0,1.7,260.0,"2016-11-25 13:00",,0.86,4,27,nan,nan,nan,nan
三重,新北市,35,nan,良好,1.8,1.19,-,nan,36.0,9,32.0,93.0,61.0,nan,nan,"2016-11-25 13:00",,1.26,5,29,nan,nan,nan,nan
冬山,宜蘭縣,27,nan,良好,3.1,0.56,14,21.0,25.0,3,26.0,39.0,13.0,1.6,25.0,"2016-11-25 13:00",,0.35,2,13,nan,nan,nan,nan
宜蘭,宜蘭縣,24,nan,良好,1.7,0.37,32,28.0,13.0,5,8.7,11.0,2.6,1.1,294.0,"2016-11-25 13:00",,0.29,3,14,nan,nan,nan,nan
陽明,臺北市,31,nan,良好,1.7,0.19,40,37.0,1.0,ND,0.9,1.8,0.9,nan,nan,"2016-11-25 13:00",,0.19,1,5,nan,nan,nan,nan
花蓮,花蓮縣,17,nan,良好,1.6,0.26,40,20.0,14.0,8,4.1,5.3,1.3,3.0,77.0,"2016-11-25 13:00",,0.38,5,17,nan,nan,nan,nan
臺東,臺東縣,22,nan,良好,1.6,0.31,30,26.0,21.0,3,7.3,13.0,5.7,3.1,71.0,"2016-11-25 13:00",,0.32,3,17,nan,nan,nan,nan
恆春,屏東縣,34,nan,良好,0.4,0.13,43,40.0,14.0,2,3.2,7.2,4.0,7.3,62.0,"2016-11-25 13:00",,0.13,1,14,nan,nan,nan,nan
潮州,屏東縣,94,細懸浮微粒,普通,8.1,0.49,94,39.0,96.0,86,18.0,20.0,1.7,2.9,230.0,"2016-11-25 13:00",,0.47,33,61,nan,nan,nan,nan
屏東,屏東縣,84,細懸浮微粒,普通,5.9,0.59,92,41.0,88.0,47,23.0,25.0,2.0,1.8,213.0,"2016-11-25 13:00",,0.58,29,63,nan,nan,nan,nan
小港,高雄市,89,細懸浮微粒,普通,6.9,0.36,56,21.0,74.0,28,29.0,31.0,2.3,2.0,233.0,"2016-11-25 13:00",,0.62,31,69,nan,nan,nan,nan
前鎮,高雄市,72,細懸浮微粒,普通,9.4,0.47,75,33.0,76.0,nan,25.0,29.0,3.2,2.3,289.0,"2016-11-25 13:00",,0.72,24,69,nan,nan,nan,nan
前金,高雄市,84,細懸浮微粒,普通,2.9,0.47,76,34.0,86.0,42,14.0,14.0,0.9,3.6,290.0,"2016-11-25 13:00",,0.62,29,66,nan,nan,nan,nan
左營,高雄市,99,細懸浮微粒,普通,6.7,0.62,115,40.0,108.0,62,23.0,25.0,2.1,2.8,280.0,"2016-11-25 13:00",,0.63,35,65,nan,nan,nan,nan
楠梓,高雄市,74,細懸浮微粒,普通,4.2,0.3,90,31.0,136.0,46,20.0,23.0,2.5,1.9,242.0,"2016-11-25 13:00",,0.41,25,88,nan,nan,nan,nan
林園,高雄市,77,細懸浮微粒,普通,4.6,0.31,94,41.0,30.0,27,11.0,12.0,0.9,2.5,224.0,"2016-11-25 13:00",,0.46,26,39,nan,nan,nan,nan
大寮,高雄市,77,細懸浮微粒,普通,8.0,0.54,36,12.0,69.0,38,19.0,22.0,2.9,2.9,202.0,"2016-11-25 13:00",,0.63,26,74,nan,nan,nan,nan
鳳山,高雄市,84,細懸浮微粒,普通,3.4,0.7,91,37.0,124.0,46,24.0,26.0,2.1,1.7,281.0,"2016-11-25 13:00",,0.84,29,91,nan,nan,nan,nan
仁武,高雄市,87,細懸浮微粒,普通,6.0,0.63,99,38.0,124.0,70,26.0,28.0,2.1,1.5,284.0,"2016-11-25 13:00",,0.7,30,69,nan,nan,nan,nan
橋頭,高雄市,74,細懸浮微粒,普通,5.4,0.56,94,32.0,89.0,43,21.0,23.0,2.0,1.4,190.0,"2016-11-25 13:00",,0.62,25,65,nan,nan,nan,nan
美濃,高雄市,99,細懸浮微粒,普通,1.8,nan,63,29.0,nan,nan,6.1,7.2,1.1,1.9,246.0,"2016-11-25 13:00",,0.45,35,52,nan,nan,nan,nan
臺南,臺南市,59,細懸浮微粒,普通,2.5,0.3,68,27.0,48.0,30,12.0,14.0,1.3,1.7,314.0,"2016-11-25 13:00",,0.58,19,42,nan,nan,nan,nan
安南,臺南市,52,細懸浮微粒,普通,2.9,0.26,58,23.0,53.0,19,9.4,12.0,2.5,2.7,301.0,"2016-11-25 13:00",,0.4,16,39,nan,nan,nan,nan
善化,臺南市,54,細懸浮微粒,普通,3.2,0.29,62,23.0,52.0,29,10.0,12.0,1.3,1.8,305.0,"2016-11-25 13:00",,0.43,17,45,nan,nan,nan,nan
新營,臺南市,41,nan,良好,3.4,0.3,52,19.0,44.0,7,9.5,12.0,2.0,1.7,268.0,"2016-11-25 13:00",,0.37,12,44,nan,nan,nan,nan
嘉義,嘉義市,62,細懸浮微粒,普通,2.9,0.41,51,19.0,51.0,37,16.0,19.0,3.1,1.7,286.0,"2016-11-25 13:00",,0.56,20,48,nan,nan,nan,nan
臺西,雲林縣,42,nan,良好,3.2,0.23,59,32.0,32.0,15,6.4,7.4,1.0,7.0,23.0,"2016-11-25 13:00",,0.36,13,29,nan,nan,nan,nan
朴子,嘉義縣,49,nan,良好,3.0,0.33,42,24.0,40.0,19,7.5,9.8,2.3,2.0,24.0,"2016-11-25 13:00",,0.33,15,46,nan,nan,nan,nan
新港,嘉義縣,39,nan,良好,3.3,0.29,41,18.0,39.0,20,8.8,12.0,3.6,2.2,295.0,"2016-11-25 13:00",,0.37,12,39,nan,nan,nan,nan
崙背,雲林縣,49,nan,良好,7.1,0.38,38,21.0,46.0,12,14.0,18.0,4.3,2.6,311.0,"2016-11-25 13:00",,0.35,15,36,nan,nan,nan,nan
斗六,雲林縣,45,nan,良好,5.1,0.4,48,19.0,38.0,16,16.0,19.0,3.4,1.3,252.0,"2016-11-25 13:00",,0.39,14,32,nan,nan,nan,nan
南投,南投縣,57,細懸浮微粒,普通,1.5,0.39,61,21.0,62.0,36,11.0,13.0,2.5,1.1,301.0,"2016-11-25 13:00",,0.63,18,38,nan,nan,nan,nan
二林,彰化縣,25,nan,良好,6.9,0.39,49,24.0,28.0,10,14.0,17.0,2.9,3.2,312.0,"2016-11-25 13:00",,0.35,3,27,nan,nan,nan,nan
線西,彰化縣,36,nan,良好,8.7,0.56,47,25.0,54.0,21,20.0,25.0,4.5,4.9,71.0,"2016-11-25 13:00",,0.4,11,29,nan,nan,nan,nan
彰化,彰化縣,29,nan,良好,2.7,0.35,60,24.0,24.0,7,13.0,14.0,1.3,2.2,285.0,"2016-11-25 13:00",,0.42,9,20,nan,nan,nan,nan
西屯,臺中市,24,nan,良好,2.2,0.34,67,28.0,28.0,12,17.0,19.0,2.0,1.2,118.0,"2016-11-25 13:00",,0.31,7,22,nan,nan,nan,nan
忠明,臺中市,23,nan,良好,2.6,0.53,69,24.0,33.0,12,24.0,28.0,4.3,1.7,212.0,"2016-11-25 13:00",,0.4,5,14,nan,nan,nan,nan
大里,臺中市,25,nan,良好,3.6,0.38,61,22.0,42.0,13,nan,nan,nan,1.3,255.0,"2016-11-25 13:00",,0.56,7,22,nan,nan,nan,nan
沙鹿,臺中市,21,nan,良好,2.8,0.38,52,25.0,40.0,8,18.0,22.0,3.5,5.1,303.0,"2016-11-25 13:00",,0.33,5,22,nan,nan,nan,nan
豐原,臺中市,23,nan,良好,5.2,0.95,62,22.0,34.0,12,18.0,21.0,2.6,1.8,270.0,"2016-11-25 13:00",,0.46,7,9,nan,nan,nan,nan
三義,苗栗縣,19,nan,良好,1.6,0.23,43,22.0,20.0,4,8.1,11.0,2.8,3.6,46.0,"2016-11-25 13:00",,0.23,2,15,nan,nan,nan,nan
苗栗,苗栗縣,20,nan,良好,1.6,0.41,57,24.0,29.0,11,nan,nan,nan,3.2,31.0,"2016-11-25 13:00",,0.37,5,22,nan,nan,nan,nan
頭份,苗栗縣,23,nan,良好,1.8,0.29,49,27.0,23.0,8,12.0,14.0,2.4,2.4,65.0,"2016-11-25 13:00",,0.36,7,14,nan,nan,nan,nan
新竹,新竹市,25,nan,良好,2.8,0.35,38,29.0,27.0,4,13.0,15.0,2.8,3.8,61.0,"2016-11-25 13:00",,0.37,3,24,nan,nan,nan,nan
竹東,新竹縣,26,nan,良好,2.2,0.28,38,24.0,17.0,12,12.0,14.0,1.8,3.1,147.0,"2016-11-25 13:00",,0.34,8,8,nan,nan,nan,nan
湖口,新竹縣,29,nan,良好,1.7,0.29,39,34.0,18.0,9,8.3,11.0,2.9,5.9,62.0,"2016-11-25 13:00",,0.3,7,15,nan,nan,nan,nan
龍潭,桃園市,25,nan,良好,2.0,0.34,32,29.0,23.0,ND,11.0,16.0,5.3,6.2,59.0,"2016-11-25 13:00",,0.37,5,24,nan,nan,nan,nan
平鎮,桃園市,26,nan,良好,1.7,0.37,34,31.0,26.0,ND,nan,nan,nan,4.6,65.0,"2016-11-25 13:00",,0.35,5,21,nan,nan,nan,nan
觀音,桃園市,29,nan,良好,6.6,0.23,32,30.0,20.0,nan,11.0,14.0,3.0,8.1,56.0,"2016-11-25 13:00",,0.25,9,27,nan,nan,nan,nan
大園,桃園市,25,nan,良好,3.0,0.24,31,29.0,38.0,10,15.0,21.0,5.7,7.5,57.0,"2016-11-25 13:00",,0.25,4,26,nan,nan,nan,nan
桃園,桃園市,26,nan,良好,2.2,0.37,31,31.0,14.0,ND,12.0,16.0,4.2,3.4,91.0,"2016-11-25 13:00",,0.38,4,12,nan,nan,nan,nan
大同,臺北市,29,nan,良好,1.9,0.57,-,nan,42.0,7,20.0,35.0,15.0,nan,nan,"2016-11-25 13:00",,0.7,3,27,nan,nan,nan,nan
松山,臺北市,25,nan,良好,2.1,0.35,25,29.0,20.0,7,16.0,21.0,5.3,2.9,68.0,"2016-11-25 13:00",,0.38,5,9,nan,nan,nan,nan
古亭,臺北市,26,nan,良好,1.6,0.37,27,31.0,15.0,10,16.0,22.0,6.6,4.5,85.0,"2016-11-25 13:00",,0.42,7,10,nan,nan,nan,nan
萬華,臺北市,26,nan,良好,1.3,0.42,24,28.0,35.0,12,16.0,24.0,7.8,4.8,95.0,"2016-11-25 13:00",,0.44,6,20,nan,nan,nan,nan
中山,臺北市,27,nan,良好,2.5,0.49,22,28.0,29.0,9,20.0,32.0,12.0,3.3,114.0,"2016-11-25 13:00",,0.55,5,17,nan,nan,nan,nan
士林,臺北市,26,nan,良好,5.1,0.24,33,31.0,10.0,11,10.0,14.0,3.9,4.4,114.0,"2016-11-25 13:00",,0.25,6,14,nan,nan,nan,nan
淡水,新北市,25,nan,良好,4.3,0.18,31,30.0,19.0,10,4.6,5.9,1.4,nan,nan,"2016-11-25 13:00",,0.24,7,14,nan,nan,nan,nan
林口,新北市,36,nan,良好,1.4,0.23,35,32.0,35.0,12,9.5,13.0,3.4,5.7,102.0,"2016-11-25 13:00",,0.25,11,24,nan,nan,nan,nan
菜寮,新北市,25,nan,良好,2.3,0.45,31,30.0,25.0,6,10.0,14.0,3.1,5.3,87.0,"2016-11-25 13:00",,0.39,5,14,nan,nan,nan,nan
新莊,新北市,25,nan,良好,1.7,0.33,34,30.0,15.0,2,8.5,11.0,2.7,7.5,72.0,"2016-11-25 13:00",,0.35,2,9,nan,nan,nan,nan
板橋,新北市,17,nan,良好,2.5,0.41,29,nan,19.0,4,13.0,18.0,4.3,4.0,64.0,"2016-11-25 13:00",,nan,2,18,nan,nan,nan,nan
土城,新北市,25,nan,良好,1.6,0.38,30,29.0,28.0,4,11.0,16.0,4.6,2.2,154.0,"2016-11-25 13:00",,0.42,4,13,nan,nan,nan,nan
新店,新北市,29,nan,良好,1.3,0.38,31,31.0,11.0,16,12.0,16.0,4.7,3.4,99.0,"2016-11-25 13:00",,0.36,9,6,nan,nan,nan,nan
萬里,新北市,34,nan,良好,1.2,0.2,42,40.0,31.0,2,2.7,4.3,1.6,5.5,65.0,"2016-11-25 13:00",,0.2,3,36,nan,nan,nan,nan
汐止,新北市,23,nan,良好,0.7,0.26,28,27.0,21.0,5,11.0,15.0,4.0,2.9,41.0,"2016-11-25 13:00",,0.31,6,11,nan,nan,nan,nan
基隆,基隆市,30,nan,良好,1.1,0.22,37,35.0,14.0,4,3.0,4.7,1.7,2.4,79.0,"2016-11-25 13:00",,0.28,3,9,nan,nan,nan,nan
麥寮,雲林縣,48,nan,良好,4.9,0.32,65,36.0,83.0,19,11.0,13.0,2.2,3.9,58.0,"2016-11-25 14:00",,0.36,14,52,nan,nan,nan,nan
關山,臺東縣,26,nan,良好,1.0,nan,36,22.0,23.0,12,4.2,5.3,1.1,2.5,72.0,"2016-11-25 14:00",,nan,8,17,nan,nan,nan,nan
馬公,澎湖縣,36,nan,良好,1.1,0.18,41,36.0,27.0,11,1.8,2.8,0.9,6.8,82.0,"2016-11-25 14:00",,0.19,11,22,nan,nan,nan,nan
金門,金門縣,42,nan,良好,4.0,0.41,28,23.0,42.0,20,11.0,15.0,3.8,3.2,46.0,"2016-11-25 14:00",,0.37,13,35,nan,nan,nan,nan
馬祖,連江縣,69,細懸浮微粒,普通,2.3,0.24,33,30.0,24.0,15,6.7,8.1,1.4,4.6,65.0,"2016-11-25 14:00",,0.33,23,37,nan,nan,nan,nan
埔里,南投縣,59,細懸浮微粒,普通,1.2,0.26,49,25.0,15.0,11,5.9,8.1,2.3,2.3,274.0,"2016-11-25 14:00",,0.39,19,36,nan,nan,nan,nan
復興,高雄市,74,細懸浮微粒,普通,8.4,0.49,79,1.0,62.0,42,24.0,25.0,1.3,1.3,276.0,"2016-11-25 14:00",,0.58,25,60,nan,nan,nan,nan
永和,新北市,26,nan,良好,1.8,0.47,29,31.0,14.0,5,14.0,21.0,6.5,4.8,93.0,"2016-11-25 14:00",,0.65,3,10,nan,nan,nan,nan
竹山,南投縣,57,細懸浮微粒,普通,3.1,0.29,65,28.0,41.0,23,7.2,8.5,1.3,2.0,222.0,"2016-11-25 14:00",,0.46,18,37,nan,nan,nan,nan
中壢,桃園市,25,nan,良好,1.6,nan,25,28.0,32.0,ND,20.0,36.0,16.0,1.9,148.0,"2016-11-25 14:00",,0.94,4,27,nan,nan,nan,nan
三重,新北市,35,nan,良好,1.8,nan,-,nan,nan,nan,31.0,91.0,60.0,nan,nan,"2016-11-25 14:00",,1.36,5,29,nan,nan,nan,nan
冬山,宜蘭縣,27,nan,良好,2.1,0.34,22,21.0,20.0,2,19.0,29.0,9.5,1.1,37.0,"2016-11-25 14:00",,0.37,1,13,nan,nan,nan,nan
宜蘭,宜蘭縣,24,nan,良好,1.8,0.36,31,28.0,12.0,5,8.4,11.0,2.2,1.2,287.0,"2016-11-25 14:00",,0.31,3,14,nan,nan,nan,nan
陽明,臺北市,31,nan,良好,1.7,0.19,41,37.0,2.0,ND,1.3,2.2,0.9,nan,nan,"2016-11-25 14:00",,0.19,1,5,nan,nan,nan,nan
花蓮,花蓮縣,21,nan,良好,1.5,0.21,41,25.0,14.0,9,3.2,3.7,0.4,3.2,84.0,"2016-11-25 14:00",,0.38,5,17,nan,nan,nan,nan
臺東,臺東縣,23,nan,良好,1.6,0.29,33,27.0,25.0,ND,4.5,7.2,2.7,3.5,69.0,"2016-11-25 14:00",,0.33,3,17,nan,nan,nan,nan
恆春,屏東縣,34,nan,良好,0.2,0.13,44,40.0,17.0,ND,3.6,7.3,3.8,7.6,68.0,"2016-11-25 14:00",,0.13,1,15,nan,nan,nan,nan
潮州,屏東縣,94,細懸浮微粒,普通,4.3,0.37,90,50.0,103.0,64,11.0,12.0,1.1,3.2,256.0,"2016-11-25 14:00",,0.47,33,62,nan,nan,nan,nan
屏東,屏東縣,87,細懸浮微粒,普通,7.6,0.65,106,53.0,107.0,72,25.0,27.0,1.8,2.8,239.0,"2016-11-25 14:00",,0.6,30,64,nan,nan,nan,nan
小港,高雄市,89,細懸浮微粒,普通,6.9,0.39,65,29.0,58.0,27,28.0,29.0,1.1,2.6,269.0,"2016-11-25 14:00",,0.62,31,69,nan,nan,nan,nan
前鎮,高雄市,72,細懸浮微粒,普通,7.1,0.45,82,43.0,64.0,nan,22.0,24.0,2.9,2.3,287.0,"2016-11-25 14:00",,0.72,24,70,nan,nan,nan,nan
前金,高雄市,84,細懸浮微粒,普通,2.1,0.31,58,40.0,60.0,28,6.8,7.4,0.6,2.7,262.0,"2016-11-25 14:00",,0.62,29,66,nan,nan,nan,nan
左營,高雄市,101,細懸浮微粒,不良（敏感族群）,6.5,0.51,120,55.0,106.0,63,16.0,18.0,1.3,2.8,298.0,"2016-11-25 14:00",,0.64,36,67,nan,nan,nan,nan
楠梓,高雄市,74,細懸浮微粒,普通,2.0,0.18,86,41.0,115.0,40,14.0,15.0,1.7,3.0,269.0,"2016-11-25 14:00",,0.41,25,89,nan,nan,nan,nan
林園,高雄市,79,細懸浮微粒,普通,4.3,0.26,87,51.0,24.0,25,8.8,9.5,0.7,3.0,256.0,"2016-11-25 14:00",,0.46,27,39,nan,nan,nan,nan
大寮,高雄市,79,細懸浮微粒,普通,8.6,0.48,38,17.0,72.0,31,17.0,20.0,2.6,2.2,245.0,"2016-11-25 14:00",,0.63,27,74,nan,nan,nan,nan
鳳山,高雄市,84,細懸浮微粒,普通,4.1,0.64,66,45.0,108.0,43,28.0,31.0,2.8,2.3,256.0,"2016-11-25 14:00",,0.87,29,92,nan,nan,nan,nan
仁武,高雄市,89,細懸浮微粒,普通,3.9,0.46,92,49.0,112.0,66,19.0,21.0,1.7,2.3,271.0,"2016-11-25 14:00",,0.7,31,72,nan,nan,nan,nan
橋頭,高雄市,77,細懸浮微粒,普通,4.4,0.36,85,42.0,76.0,41,11.0,13.0,1.6,3.6,261.0,"2016-11-25 14:00",,0.62,26,65,nan,nan,nan,nan
美濃,高雄市,99,細懸浮微粒,普通,1.7,nan,nan,33.0,nan,nan,7.7,8.8,1.1,1.3,294.0,"2016-11-25 14:00",,0.45,35,52,nan,nan,nan,nan
臺南,臺南市,59,細懸浮微粒,普通,2.1,0.25,65,35.0,56.0,30,10.0,11.0,1.0,2.8,300.0,"2016-11-25 14:00",,0.58,19,43,nan,nan,nan,nan
安南,臺南市,52,細懸浮微粒,普通,2.4,0.24,61,31.0,54.0,16,7.8,9.7,1.8,2.9,306.0,"2016-11-25 14:00",,0.4,16,40,nan,nan,nan,nan
善化,臺南市,57,細懸浮微粒,普通,2.5,0.28,64,31.0,52.0,30,11.0,12.0,0.9,1.9,290.0,"2016-11-25 14:00",,0.43,18,45,nan,nan,nan,nan
新營,臺南市,41,nan,良好,3.1,0.36,54,26.0,50.0,19,12.0,13.0,1.8,1.9,323.0,"2016-11-25 14:00",,0.37,12,44,nan,nan,nan,nan
嘉義,嘉義市,64,細懸浮微粒,普通,3.1,0.39,50,25.0,47.0,34,16.0,18.0,2.6,1.9,295.0,"2016-11-25 14:00",,0.56,21,48,nan,nan,nan,nan
臺西,雲林縣,42,nan,良好,3.9,0.25,67,39.0,32.0,19,7.7,9.0,1.3,7.8,34.0,"2016-11-25 14:00",,0.36,13,29,nan,nan,nan,nan
朴子,嘉義縣,45,nan,良好,1.9,nan,54,29.0,nan,nan,5.7,7.1,1.4,2.0,312.0,"2016-11-25 14:00",,0.34,14,46,nan,nan,nan,nan
新港,嘉義縣,39,nan,良好,3.0,0.17,50,24.0,55.0,22,7.6,9.6,2.0,1.9,291.0,"2016-11-25 14:00",,0.37,12,40,nan,nan,nan,nan
崙背,雲林縣,49,nan,良好,6.4,0.36,53,26.0,52.0,21,13.0,15.0,2.8,2.8,326.0,"2016-11-25 14:00",,0.37,15,36,nan,nan,nan,nan
斗六,雲林縣,49,nan,良好,3.8,0.33,58,26.0,47.0,21,11.0,13.0,2.6,1.5,185.0,"2016-11-25 14:00",,0.39,15,33,nan,nan,nan,nan
南投,南投縣,57,細懸浮微粒,普通,1.1,0.38,69,30.0,55.0,35,10.0,13.0,2.2,1.5,246.0,"2016-11-25 14:00",,0.63,18,38,nan,nan,nan,nan
二林,彰化縣,25,nan,良好,6.3,0.42,60,29.0,29.0,10,16.0,18.0,1.5,4.1,25.0,"2016-11-25 14:00",,0.38,4,26,nan,nan,nan,nan
線西,彰化縣,36,nan,良好,8.3,0.46,53,30.0,56.0,18,14.0,17.0,2.9,5.7,49.0,"2016-11-25 14:00",,0.43,11,29,nan,nan,nan,nan
彰化,彰化縣,26,nan,良好,3.2,0.39,62,31.0,33.0,10,16.0,18.0,1.3,3.0,320.0,"2016-11-25 14:00",,0.43,8,21,nan,nan,nan,nan
西屯,臺中市,30,nan,良好,2.6,0.31,66,35.0,38.0,15,15.0,17.0,1.7,2.1,313.0,"2016-11-25 14:00",,0.32,8,23,nan,nan,nan,nan
